#  RDEF xfoil_parameters.def                       
#  alpha =  16.0000
#  Mach  =   0.2000
#  Reyn  =  4000000
#  Ncrit =   9.0000
#
#    x           cf
   0.199611      0.102132E-02
   0.215116      0.101000E-02
   0.230749      0.996529E-03
   0.246492      0.981460E-03
   0.262332      0.965344E-03
   0.278256      0.948647E-03
   0.294255      0.931827E-03
   0.310320      0.914923E-03
   0.326445      0.898133E-03
   0.342624      0.881634E-03
   0.358851      0.865506E-03
   0.375123      0.849860E-03
   0.391434      0.834742E-03
   0.407782      0.820090E-03
   0.424163      0.805984E-03
   0.440575      0.792480E-03
   0.457014      0.779612E-03
   0.473479      0.767317E-03
   0.489967      0.755604E-03
   0.506476      0.744510E-03
   0.523004      0.734006E-03
   0.539550      0.724061E-03
   0.556111      0.714676E-03
   0.572687      0.705950E-03
   0.589274      0.697762E-03
   0.605873      0.690053E-03
   0.622482      0.682910E-03
   0.639098      0.676294E-03
   0.655722      0.670179E-03
   0.672351      0.664546E-03
   0.688984      0.659508E-03
   0.705621      0.654934E-03
   0.722259      0.650764E-03
   0.738898      0.647143E-03
   0.755536      0.643956E-03
   0.772172      0.641248E-03
   0.788806      0.639165E-03
   0.805434      0.637670E-03
   0.822056      0.636522E-03
   0.838669      0.636277E-03
   0.855268      0.636767E-03
   0.871844      0.638185E-03
   0.888382      0.640697E-03
   0.904847      0.644949E-03
   0.921170      0.651298E-03
   0.937210      0.660561E-03
   0.952711      0.674244E-03
   0.967266      0.692328E-03
   0.980385      0.725606E-03
   0.991697      0.728103E-03
    1.00000      0.149163E-02
    1.00010       0.00000    
    1.00848       0.00000    
    1.01803       0.00000    
    1.02891       0.00000    
    1.04129       0.00000    
    1.05540       0.00000    
    1.07146       0.00000    
    1.08975       0.00000    
    1.11058       0.00000    
    1.13430       0.00000    
    1.16130       0.00000    
    1.19204       0.00000    
    1.22703       0.00000    
    1.26686       0.00000    
    1.31219       0.00000    
    1.36379       0.00000    
    1.42251       0.00000    
    1.48933       0.00000    
    1.56537       0.00000    
    1.65188       0.00000    
    1.75032       0.00000    
    1.86231       0.00000    
    1.98973       0.00000    

