#  RDEF xfoil_parameters.def                       
#  alpha =  -4.0000
#  Mach  =   0.2000
#  Reyn  =  2000000
#  Ncrit =   9.0000
#
#    x           cd
   0.894162      0.174738E-02
   0.913404      0.162946E-02
   0.931707      0.152732E-02
   0.948740      0.143163E-02
   0.964293      0.133845E-02
   0.978234      0.125511E-02
   0.990533      0.118451E-02
    1.00000      0.113117E-02
    1.00010      0.144007E-02
    1.00944      0.179064E-02
    1.02006      0.184574E-02
    1.03210      0.174432E-02
    1.04573      0.163873E-02
    1.06113      0.152848E-02
    1.07856      0.141345E-02
    1.09825      0.129427E-02
    1.12050      0.117225E-02
    1.14565      0.104929E-02
    1.17406      0.927636E-03
    1.20616      0.809723E-03
    1.24243      0.697478E-03
    1.28340      0.591949E-03
    1.32968      0.494297E-03
    1.38196      0.406031E-03
    1.44101      0.328162E-03
    1.50771      0.261129E-03
    1.58304      0.204793E-03
    1.66813      0.158521E-03
    1.76423      0.121317E-03
    1.87277      0.919687E-04
    1.99535      0.691844E-04

   0.187803E-02  0.197350E-04
   0.118529E-02  0.108770E-03
   0.650730E-03  0.280539E-03
   0.273970E-03  0.555216E-03
   0.545870E-04  0.947288E-03
  -0.534063E-05  0.149014E-02
   0.102285E-03  0.224754E-02
   0.400674E-03  0.325966E-02
   0.923872E-03  0.450968E-02
   0.171354E-02  0.584741E-02
   0.281407E-02  0.659210E-02
   0.423448E-02  0.684721E-02
   0.596425E-02  0.622867E-02
   0.799071E-02  0.502793E-02
   0.102930E-01  0.397494E-02
   0.128388E-01  0.323490E-02
   0.155955E-01  0.281040E-02
   0.185694E-01  0.247540E-02
   0.217741E-01  0.219938E-02
   0.252197E-01  0.201023E-02
   0.289159E-01  0.197589E-02
   0.328892E-01  0.199460E-02
   0.371844E-01  0.191327E-02
   0.418720E-01  0.162593E-02
   0.470288E-01  0.138140E-02
   0.527159E-01  0.123967E-02
   0.589683E-01  0.116213E-02
   0.658157E-01  0.113481E-02
   0.732922E-01  0.112721E-02
   0.814767E-01  0.107417E-02
   0.905129E-01  0.985875E-03
   0.100572      0.891918E-03
   0.111814      0.805154E-03
   0.124319      0.739081E-03
   0.137976      0.717965E-03
   0.152577      0.710440E-03
   0.168138      0.673835E-03
   0.184716      0.360953E-02
   0.202122      0.385289E-02
   0.220073      0.370110E-02
   0.238341      0.350203E-02
   0.256852      0.331544E-02
   0.275690      0.314828E-02
   0.294914      0.301181E-02
   0.314453      0.290912E-02
   0.334154      0.282703E-02
   0.353908      0.275466E-02
   0.373683      0.268883E-02
   0.393465      0.262775E-02
   0.413223      0.257093E-02
   0.432916      0.251778E-02
   0.452510      0.246876E-02
   0.471974      0.242492E-02
   0.491243      0.238242E-02
   0.510203      0.234394E-02
   0.528759      0.230182E-02
   0.547003      0.224047E-02
   0.565209      0.214075E-02
   0.583591      0.203888E-02
   0.602090      0.193849E-02
   0.620878      0.181861E-02
   0.640070      0.171445E-02
   0.659493      0.162177E-02
   0.679039      0.153635E-02
   0.698521      0.146293E-02
   0.717534      0.140792E-02
   0.735764      0.134242E-02
   0.753371      0.129377E-02
   0.770759      0.126853E-02
   0.788017      0.123290E-02
   0.805087      0.120569E-02
   0.822078      0.118958E-02
   0.838990      0.117685E-02
   0.855661      0.116564E-02
   0.871857      0.115573E-02
   0.887415      0.114671E-02
   0.902308      0.113729E-02
   0.916639      0.112614E-02
   0.930501      0.111308E-02
   0.943910      0.109871E-02
   0.956708      0.108409E-02
   0.968717      0.107077E-02
   0.980015      0.106398E-02
   0.990836      0.107683E-02
    1.00000      0.120080E-02
    1.00010      0.144007E-02
    1.00944      0.179064E-02
    1.02006      0.184574E-02
    1.03210      0.174432E-02
    1.04573      0.163873E-02
    1.06113      0.152848E-02
    1.07856      0.141345E-02
    1.09825      0.129427E-02
    1.12050      0.117225E-02
    1.14565      0.104929E-02
    1.17406      0.927636E-03
    1.20616      0.809723E-03
    1.24243      0.697478E-03
    1.28340      0.591949E-03
    1.32968      0.494297E-03
    1.38196      0.406031E-03
    1.44101      0.328162E-03
    1.50771      0.261129E-03
    1.58304      0.204793E-03
    1.66813      0.158521E-03
    1.76423      0.121317E-03
    1.87277      0.919687E-04
    1.99535      0.691844E-04

