#  RDEF xfoil_parameters.def                       
#  alpha =  10.0000
#  Mach  =   0.0000
#  Reyn  =    80000
#  Ncrit =   9.0000
#
#    x           dT
   0.433364      0.144652E-01
   0.447032      0.148898E-01
   0.460696      0.153179E-01
   0.474365      0.157502E-01
   0.488042      0.161867E-01
   0.501729      0.166271E-01
   0.515418      0.170709E-01
   0.529101      0.175180E-01
   0.542774      0.179686E-01
   0.556438      0.184228E-01
   0.570101      0.188808E-01
   0.583768      0.193418E-01
   0.597438      0.198049E-01
   0.611106      0.202691E-01
   0.624762      0.207333E-01
   0.638404      0.211971E-01
   0.652035      0.216596E-01
   0.665663      0.221200E-01
   0.679293      0.225768E-01
   0.692923      0.230283E-01
   0.706545      0.234725E-01
   0.720144      0.239078E-01
   0.733720      0.243325E-01
   0.747278      0.247454E-01
   0.760831      0.251445E-01
   0.774382      0.255275E-01
   0.787922      0.258920E-01
   0.801434      0.262353E-01
   0.814909      0.265384E-01
   0.828352      0.267708E-01
   0.841777      0.269636E-01
   0.855179      0.271400E-01
   0.868536      0.273117E-01
   0.881823      0.274831E-01
   0.895040      0.276556E-01
   0.908200      0.278299E-01
   0.921291      0.280057E-01
   0.934250      0.281811E-01
   0.946929      0.283525E-01
   0.959123      0.285147E-01
   0.970693      0.286642E-01
   0.981826      0.288053E-01
   0.992841      0.289533E-01
    1.00000      0.290887E-01
    1.00009      0.298745E-01
    1.00766      0.300707E-01
    1.01648      0.303829E-01
    1.02665      0.307566E-01
    1.03835      0.311999E-01
    1.05178      0.317222E-01
    1.06718      0.323365E-01
    1.08483      0.330591E-01
    1.10504      0.339101E-01
    1.12819      0.349147E-01
    1.15469      0.361043E-01
    1.18500      0.375189E-01
    1.21967      0.392106E-01
    1.25933      0.412494E-01
    1.30466      0.437350E-01
    1.35648      0.468202E-01
    1.41571      0.507383E-01
    1.48338      0.553300E-01
    1.56069      0.597598E-01
    1.64901      0.645544E-01
    1.74989      0.701076E-01
    1.86510      0.772902E-01
    1.99667      0.894851E-01

