#  RDEF xfoil_parameters.def                       
#  alpha =  10.0000
#  Mach  =   0.0000
#  Reyn  =    80000
#  Ncrit =   9.0000
#
#    x           dB
    1.64901      0.169742    
    1.74989      0.174224    
    1.86510      0.187350    
    1.99667      0.251372    

   0.102334E-01  0.119795E-03
   0.191451E-01  0.264257E-03
   0.262268E-01  0.292283E-03
   0.367541E-01  0.349995E-03
   0.476973E-01  0.410716E-03
   0.602329E-01  0.472395E-03
   0.724928E-01  0.528150E-03
   0.856413E-01  0.583486E-03
   0.989500E-01  0.635872E-03
   0.112341      0.685752E-03
   0.125962      0.733765E-03
   0.139477      0.779055E-03
   0.153073      0.822639E-03
   0.166778      0.864615E-03
   0.180510      0.905017E-03
   0.194217      0.943983E-03
   0.207889      0.981714E-03
   0.221546      0.101832E-02
   0.235205      0.105380E-02
   0.248873      0.108806E-02
   0.262552      0.112107E-02
   0.276239      0.115310E-02
   0.289931      0.118439E-02
   0.303625      0.121520E-02
   0.317316      0.124555E-02
   0.331004      0.127526E-02
   0.344690      0.130416E-02
   0.358377      0.133204E-02
   0.372068      0.135900E-02
   0.385767      0.138525E-02
   0.399473      0.141099E-02
   0.413182      0.143648E-02
   0.426890      0.146170E-02
   0.440594      0.148646E-02
   0.454294      0.151060E-02
   0.467993      0.153393E-02
   0.481693      0.155640E-02
   0.495398      0.157820E-02
   0.509108      0.159951E-02
   0.522822      0.162051E-02
   0.536533      0.164136E-02
   0.550240      0.166185E-02
   0.563940      0.168180E-02
   0.577634      0.170102E-02
   0.591326      0.171930E-02
   0.605021      0.173676E-02
   0.618718      0.175361E-02
   0.632416      0.177002E-02
   0.646113      0.178625E-02
   0.659802      0.180221E-02
   0.673482      0.181768E-02
   0.687152      0.183248E-02
   0.700816      0.184640E-02
   0.714478      0.185948E-02
   0.728138      0.187190E-02
   0.741793      0.188387E-02
   0.755436      0.189566E-02
   0.769059      0.190700E-02
   0.782661      0.191742E-02
   0.796244      0.192656E-02
   0.809818      0.193417E-02
   0.823384      0.194050E-02
   0.836936      0.194586E-02
   0.850453      0.195078E-02
   0.863916      0.195456E-02
   0.877328      0.195623E-02
   0.890716      0.195521E-02
   0.904091      0.195079E-02
   0.917390      0.194254E-02
   0.930475      0.193015E-02
   0.943302      0.190508E-02
   0.956038      0.185691E-02
   0.968703      0.177409E-02
   0.980643      0.164812E-02
   0.992223      0.147521E-02
    1.00000      0.785843E-03
    1.00009      0.298745E-01
    1.00766      0.300707E-01
    1.01648      0.303829E-01
    1.02665      0.307566E-01
    1.03835      0.311999E-01
    1.05178      0.317222E-01
    1.06718      0.323365E-01
    1.08483      0.330591E-01
    1.10504      0.339101E-01
    1.12819      0.349147E-01
    1.15469      0.361043E-01
    1.18500      0.375189E-01
    1.21967      0.392106E-01
    1.25933      0.412494E-01
    1.30466      0.437350E-01
    1.35648      0.468202E-01
    1.41571      0.507383E-01
    1.48338      0.553300E-01
    1.56069      0.597598E-01
    1.64901      0.645544E-01
    1.74989      0.701076E-01
    1.86510      0.772902E-01
    1.99667      0.894851E-01

