#  RDEF xfoil_parameters.def                       
#  alpha =  10.0000
#  Mach  =   0.2500
#  Reyn  =   120000
#  Ncrit =   9.0000
#
#    x           cf
   0.223474      0.493499E-02
   0.239346      0.472261E-02
   0.255305      0.453033E-02
   0.271348      0.436301E-02
   0.287457      0.422570E-02
   0.303597      0.413123E-02
   0.319753      0.408318E-02
   0.335925      0.404901E-02
   0.352110      0.401627E-02
   0.368307      0.398097E-02
   0.384512      0.394171E-02
   0.400717      0.389728E-02
   0.416920      0.384732E-02
   0.433126      0.379556E-02
   0.449334      0.374576E-02
   0.465545      0.369920E-02
   0.481758      0.365595E-02
   0.497972      0.361686E-02
   0.514185      0.358250E-02
   0.530398      0.355168E-02
   0.546613      0.352360E-02
   0.562828      0.349767E-02
   0.579044      0.347336E-02
   0.595259      0.345109E-02
   0.611475      0.343019E-02
   0.627690      0.341084E-02
   0.643906      0.339351E-02
   0.660122      0.337831E-02
   0.676338      0.336491E-02
   0.692554      0.335415E-02
   0.708770      0.334587E-02
   0.724986      0.334013E-02
   0.741202      0.333732E-02
   0.757419      0.333740E-02
   0.773635      0.334078E-02
   0.789852      0.334782E-02
   0.806068      0.335903E-02
   0.822285      0.337510E-02
   0.838500      0.339689E-02
   0.854714      0.342560E-02
   0.870924      0.346269E-02
   0.887125      0.351039E-02
   0.903302      0.357182E-02
   0.919426      0.365142E-02
   0.935411      0.375564E-02
   0.951106      0.389389E-02
   0.966141      0.407798E-02
   0.979832      0.433300E-02
   0.991582      0.463720E-02
    1.00000      0.534794E-02
    1.00010       0.00000    
    1.00848       0.00000    
    1.01804       0.00000    
    1.02895       0.00000    
    1.04137       0.00000    
    1.05552       0.00000    
    1.07165       0.00000    
    1.09002       0.00000    
    1.11095       0.00000    
    1.13479       0.00000    
    1.16194       0.00000    
    1.19287       0.00000    
    1.22809       0.00000    
    1.26820       0.00000    
    1.31387       0.00000    
    1.36588       0.00000    
    1.42509       0.00000    
    1.49250       0.00000    
    1.56925       0.00000    
    1.65663       0.00000    
    1.75609       0.00000    
    1.86931       0.00000    
    1.99818       0.00000    

